index,name,address,city,zip,phone,email,full_address,website,OT,ST,PT,DT,EI,ABA,CBT,Pharmacotherapy,DialecticalBehavioralTherapy,SocialSkillsGroup,InHomeTherapy,OnSiteTherapy,School,Grades,ISBE,Tutoring,Ages,Insurance,Diagnosis,Arts,Dentist,AdultTransitional,Employment,AdultLiving,Business,Sibling,Other,lng,lat,coords
213,Merchant Street Art Gallery of Artists with Autism,356 E. Merchant St.,Kankakee,60901,(815) 685-9057,info@merchantstreetartgallery.org,"356 E. Merchant St. Kankakee, IL 60901",http://www.merchantstreetartgallery.org/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,All ages,N,N,Y,N,Y,N,N,N,,Visual arts workshops for individuals with autism and their families,-87.8619767,41.1185387,"(41.1185387, -87.8619767)"
214,Project Onward Studio & Gallery,"1200 W. 35th St., 4th Fl.",Chicago,60609,(773) 940-2992,info@projectonward.org,"1200 W. 35th St., 4th Fl. Chicago, IL 60609",http://projectonward.org/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,21 and up,N,N,Y,N,Y,N,N,N,,,-87.656301,41.8308,"(41.8308, -87.656301)"
215,Urban Autism Solutions,1212 W. Flournoy St.,Chicago,60607,773.377.5691,info@jmtf.org,"1212 W. Flournoy St. Chicago, IL 60607",http://jmtf.org/,N,N,N,N,N,N,N,N,N,Y,N,Y,N,,,N,18 AND UP,N,N,N,N,Y,Y,Y,N,,,-87.6573806,41.8734054,"(41.8734054, -87.6573806)"
216,Washdog,1212 W. Flournoy St.,Chicago,60607,773.377.5691,info@jmtf.org,"1212 W. Flournoy St. Chicago, IL 60607",http://jmtf.org/washdog-2/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,N,N,N,N,N,N,N,Y,,Dog walking service,-87.6573806,41.8734054,"(41.8734054, -87.6573806)"
217,Colorburst,2302 Wisconsin Ave.,Downers Grove,60515,(630) 929-2725,maureen@cburst.com,"2302 Wisconsin Ave. Downers Grove, IL 60515",http://www.cburst.com,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,N,N,N,N,N,N,N,Y,,Screen printing business,-88.0418294,41.79055,"(41.79055, -88.0418294)"
218,Inklude Studio,2302 Wisconsin Ave.,Downers Grove,60515,(630) 929-2711,sayhello@inklude.org,"2302 Wisconsin Ave. Downers Grove, IL 60515",http://inklude.org/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,N,N,N,N,N,N,N,Y,,,-88.0418294,41.79055,"(41.79055, -88.0418294)"
219,Harry's Buttons,1939 W. 13th St.,Chicago,60608,312.491.3945,,"1939 W. 13th St. Chicago, IL 60608",http://harrysbuttons.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,N,N,N,N,N,N,N,Y,,,-87.6747949,41.8646679,"(41.8646679, -87.6747949)"
220,Autonomy Works,5120 Belmont Rd. Ste. P,Downers Grove,60515,630.403.8356,contactus@emailautonomy.com,"5120 Belmont Rd. Ste. P Downers Grove, IL 60515",http://www.autonomy.works/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,N,N,N,N,N,Y,N,Y,,,-88.0383337,41.7940449,"(41.7940449, -88.0383337)"
221,Five Keys Yoga,1818 W. Belmont Ave. ,Chicago,60657,773.857.1763,erin@5keysyoga.com,"1818 W. Belmont Ave.  Chicago, IL 60657",https://www.5keysyoga.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,all ages,N,N,Y,N,N,N,N,N,,,-87.6747496,41.9397275,"(41.9397275, -87.6747496)"
222,Five Keys Yoga,1306 Waukegan Rd. Ste. 205,Glenview,60025,847.899.0441,erin@5keysyoga.com,"1306 Waukegan Rd. Ste. 205 Glenview, IL 60025",https://www.5keysyoga.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,all ages,N,N,Y,N,N,N,N,N,,,-87.7987697,42.0782508,"(42.0782508, -87.7987697)"
223,Chicago Superstars Soccer,3560 N. Recreation Dr.,Chicago,60613,312.469.0082,info@chicagosuperstarssocer.com,"3560 N. Recreation Dr. Chicago, IL 60613",https://www.chicagosuperstarssoccer.com/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,5-12,N,N,Y,N,N,N,N,N,,Soccer league,-87.6430663,41.9505842,"(41.9505842, -87.6430663)"
224,Institute for Therapy Through the Arts,2130 Green Bay Rd.,Evanston,60201,847.425.9708,info@itachicago.org,"2130 Green Bay Rd. Evanston, IL 60201",https://itachicago.org/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,Y,N,Y,N,N,N,N,N,,"Music, art, dance therapy",-87.6926316,42.0566895,"(42.0566895, -87.6926316)"
225,Autism Workforce,1871 N Clybourn Ave. Ste. 205,Chicago,60614,773.575.5100,ashley@autismworkforce.com,"1871 N Clybourn Ave. Ste. 205 Chicago, IL 60614",http://autismworkforce.com/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,18 AND UP,N,N,N,N,N,Y,N,Y,,,-87.6551023,41.9152916,"(41.9152916, -87.6551023)"
226,"The Answer, Inc.","7600 Roosevelt Rd., Ste. 12",Forest Park,60130,708.296.5651,theanswerincnfp@gmail.com,"7600 Roosevelt Rd., Ste. 12 Forest Park, IL 60130",https://debra-vines.squarespace.com/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,Y,18 AND UP,N,N,Y,N,Y,Y,N,N,,,-87.81399499999999,41.86383319999999,"(41.86383319999999, -87.81399499999999)"
